,Employer,salary_total_x,salary_total_y,change,y,Sector
565,Office of Francophone Affairs,821717.6399999999,1306229.48,-37.09239819024756,0,Government of Ontario - Ministries
566,Township of Ramara,819926.9199999999,813014.32,0.8502433265874076,0,Municipalities and Services
567,Ontario Federation of Indigenous Friendship Centres,813160.04,647323.8400000001,25.618738219188696,0,Other Public Sector Employers
568,Vaughan Community Health Centre,808743.63,606366.74,33.37532827080851,0,Other Public Sector Employers
569,Huntington University,807378.2000000001,1001031.47,-19.3453728282888,0,Universities
570,Township of Selwyn,801109.5,666298.1099999999,20.232893951927934,0,Municipalities and Services
571,Pay Equity Commission,800081.5800000001,974460.4400000001,-17.894914235820593,0,Crown Agencies
572,Deep River and District Hospital,795890.18,1044398.1900000001,-23.794373868074203,0,Hospitals and Boards of Public Health
573,Township of Clearview,794140.31,746770.63,6.34327035598603,0,Municipalities and Services
574,Evergreen,785755.0,793610.3200000001,-0.9898207976932638,0,Other Public Sector Employers
575,Interior Finishing Systems Training Centre,784153.74,647707.5399999999,21.066020012674258,0,Other Public Sector Employers
576,Township of North Huron,780018.58,545631.4400000001,42.957044410783936,0,Municipalities and Services
577,St. Peter's Care Centre,771028.8600000001,745637.1900000001,3.405365282276218,0,Other Public Sector Employers
578,Touchstone Institute,767623.0,623181.0,23.17817776857767,0,Other Public Sector Employers
579,City of Brampton - Brampton Public Library Board,767056.39,794579.78,-3.4638925747644933,0,Municipalities and Services
580,Town of Gravenhurst,766860.4400000001,570816.6100000001,34.344450838597695,0,Municipalities and Services
581,City of London - London Transit Commission,765458.42,635776.32,20.39744103712451,0,Municipalities and Services
582,GreenCentre Canada,757550.14,735616.86,2.9816173598848694,0,Other Public Sector Employers
583,Atikokan General Hospital,751687.88,741627.5599999999,1.3565191671140342,0,Hospitals and Boards of Public Health
584,James Bay Lowlands Secondary School Board,751512.26,857529.6799999999,-12.36311960654236,0,School Boards
585,"Canadian Mental Health Association, Ontario Division",751487.1400000001,413999.32999999996,81.51892661275568,0,Other Public Sector Employers
586,Espanola General Hospital,751039.91,800974.35,-6.234212119276972,0,Hospitals and Boards of Public Health
587,Canadian Sport Institute Ontario,750636.6699999999,759687.21,-1.1913508455670851,0,Other Public Sector Employers
588,Community Living Toronto,742107.7999999999,951165.49,-21.9791079678469,0,Other Public Sector Employers
589,Occupational Health Clinics for Ontario Workers Inc.,740081.88,924828.2200000001,-19.976287055773454,0,Other Public Sector Employers
590,Bridges Community Health Centre,737668.0799999998,815773.45,-9.57439470480439,0,Other Public Sector Employers
591,District of Nipissing Social Services Administration Board,734761.3099999999,692614.53,6.085171213488683,0,Other Public Sector Employers
592,WoodGreen Community Services,734704.39,960853.1799999999,-23.536248274684368,0,Other Public Sector Employers
593,Central West Specialized Developmental Services,729630.12,857201.5700000001,-14.882316419462471,0,Other Public Sector Employers
594,Municipality of Meaford,727050.73,788093.55,-7.745631213451764,0,Municipalities and Services
595,Delhi Family Health Team,723274.4600000001,621546.1399999999,16.366978001021803,0,Other Public Sector Employers
596,Stonegate Community Health Centre,715144.48,713933.55,0.16961382470397357,0,Other Public Sector Employers
597,Board of Management for the Home of the Aged West Nipissing,713750.32,442810.56,61.18638182431781,0,Other Public Sector Employers
598,Ottawa Tourism and Convention Authority Inc.,712873.09,609441.0700000001,16.971619585795207,0,Other Public Sector Employers
599,Reconnect Community Health Services,703304.64,882586.3899999999,-20.31322395533427,0,Other Public Sector Employers
600,Town of Grimsby,701353.27,713668.59,-1.7256357043820558,0,Municipalities and Services
601,Township of Woolwich,700529.0900000001,942277.05,-25.655719833142488,0,Municipalities and Services
602,Township of Muskoka Lakes,699913.02,222298.82,214.8523325494935,0,Municipalities and Services
603,Town of Niagara-on-the-Lake,699147.2899999999,962610.83,-27.36968375890806,0,Municipalities and Services
604,Municipality of Port Hope,698764.3899999999,2687499.650000001,-73.99946117202286,0,Municipalities and Services
605,Town of Saugeen Shores,693587.23,688023.9600000001,0.8085866660806351,0,Municipalities and Services
606,Four Counties Health Services,684944.14,321351.83,113.1446209595259,0,Hospitals and Boards of Public Health
607,Town of Kingsville,684265.73,584860.98,16.996303976374016,0,Municipalities and Services
608,Royal Botanical Gardens,681568.0099999999,789231.2,-13.641527349653693,0,Other Public Sector Employers
609,Elgin St. Thomas Health Unit,680595.8499999999,508769.97,33.77280306068378,0,Hospitals and Boards of Public Health
610,Essex Region Conservation Authority,678341.51,149235.47999999998,354.54439520682354,0,Other Public Sector Employers
611,Municipality of North Perth,673284.99,773555.8300000001,-12.962327489665492,0,Municipalities and Services
612,Higher Education Quality Council of Ontario,668528.94,795302.84,-15.940330352649069,0,Crown Agencies
613,Town of Parry Sound,666302.62,619941.28,7.478343755395667,0,Municipalities and Services
614,West Elgin Community Health Centre,665941.39,390059.53,70.72814244533392,0,Other Public Sector Employers
615,Town of Perth,663028.41,677619.08,-2.153225968784689,0,Municipalities and Services
616,Family Service Toronto,650136.61,869935.3699999999,-25.266102239296227,0,Other Public Sector Employers
617,Spinal Cord Injury Ontario,647733.8,606790.36,6.74754292405042,0,Other Public Sector Employers
618,Board of Health for Timiskaming Health Unit,644540.51,585655.4099999999,10.054564338439231,0,Hospitals and Boards of Public Health
619,Township of Seguin,643769.0199999999,510305.86,26.153562100972128,0,Municipalities and Services
620,Children's Treatment Network of Simcoe York,641829.75,661260.25,-2.9384043574371854,0,Other Public Sector Employers
621,Grand River Community Health Centre,637566.52,765455.4199999999,-16.707556920819755,0,Other Public Sector Employers
622,Manitouwadge General Hospital,637555.59,636759.2699999999,0.1250582500353703,0,Hospitals and Boards of Public Health
623,Anishnawbe Health Toronto,628877.6,734043.6599999999,-14.326948890206337,0,Other Public Sector Employers
624,Toronto Financial Services Alliance,624475.9199999999,804285.76,-22.356461961977303,0,Other Public Sector Employers
625,Township of The Archipelago,619728.22,606522.2999999999,2.177318129935224,0,Municipalities and Services
626,Provincial Advocate,614722.59,483638.07999999996,27.10384384951656,0,Government of Ontario - Legislative Assembly and Offices
627,Municipality of Greenstone,614015.01,495460.69000000006,23.928098110063978,0,Municipalities and Services
628,Woodstock and Area Community Health Centre,612568.88,259246.1,136.28856133226304,0,Other Public Sector Employers
629,Township of Uxbridge,612483.97,729154.38,-16.000782989193596,0,Municipalities and Services
630,Town of Carleton Place,604680.18,384359.56000000006,57.32148824397654,0,Municipalities and Services
631,Lutherwood,603306.01,636776.3200000001,-5.256211474698058,0,Other Public Sector Employers
632,Municipality of Middlesex Centre,594372.71,359679.06,65.25085168983705,0,Municipalities and Services
633,Township of Wilmot,593334.27,583481.5,1.6886173769005586,0,Municipalities and Services
634,Township of Springwater,591957.53,1033349.64,-42.714691418482516,0,Municipalities and Services
635,Southwest Ontario Aboriginal Health Access Centre,587014.42,484517.75,21.15436844161025,0,Other Public Sector Employers
636,Town of Greater Napanee,586746.14,474080.80000000005,23.765007990199138,0,Municipalities and Services
637,Township of Brock,583070.78,596231.94,-2.2073892921603444,0,Municipalities and Services
638,Bethesda Community Services Inc.,571069.62,770484.6999999998,-25.881770267469285,0,Other Public Sector Employers
639,COSTI Immigrant Services,568320.53,531739.23,6.879556356975969,0,Other Public Sector Employers
640,Rainy River District Social Services Administration Board,564061.03,132602.68,325.37679479781264,0,Other Public Sector Employers
641,YMCA of Simcoe / Muskoka,558956.72,552833.9700000001,1.1075205816313938,0,Other Public Sector Employers
642,Village of Point Edward,558351.2,453143.64,23.217265059706005,0,Municipalities and Services
643,Kerry's Place Autism Services,549917.48,893071.3900000001,-38.42401781564183,0,Other Public Sector Employers
644,Town of Fort Frances,548958.21,667185.5299999999,-17.72030637415053,0,Municipalities and Services
645,Maryvale,546745.9500000001,109234.82,400.5235052339538,0,Other Public Sector Employers
646,KidsAbility Centre for Child Development,534232.28,666083.56,-19.795005899860374,0,Other Public Sector Employers
647,Environmental Review Tribunal,532171.75,555083.45,-4.12761360476519,0,Crown Agencies
648,French Language Services Commissioner,529531.12,270468.22000000003,95.78312010187369,0,Government of Ontario - Legislative Assembly and Offices
649,Kitchener Downtown Community Health Centre,524123.36,842580.61,-37.79546386665603,0,Other Public Sector Employers
650,Bluewater Area Family Health Team,519518.20999999996,494368.78,5.0871800601971495,0,Other Public Sector Employers
651,Ajax Public Library,518329.30000000005,512512.75,1.1349083510605373,0,Other Public Sector Employers
652,Township of Edwardsburgh/Cardinal,516899.27,593745.1000000001,-12.942562389146461,0,Municipalities and Services
653,Payukotayno: James and Hudson Bay Family Services,512946.80000000005,265190.71,93.42562942721486,0,Other Public Sector Employers
654,Township of St. Clair,511494.05000000005,635700.22,-19.538481518851746,0,Municipalities and Services
655,YMCA of Niagara,511449.18000000005,829486.95,-38.34150374517645,0,Other Public Sector Employers
656,St. Joseph's Health Centre of Sudbury,509454.12,508098.42,0.26681838530417945,0,Hospitals and Boards of Public Health
657,St. Lawrence Parks Commission,505039.23,595924.9099999999,-15.251196665029488,0,Crown Agencies
658,Town of Mono,504343.63999999996,466196.16000000003,8.182710042056108,0,Municipalities and Services
659,Peterborough Family Health Team,500550.78,140247.86000000002,256.9043976856403,0,Other Public Sector Employers
660,Canadian Mental Health Association - Cochrane-Timiskaming Branch,499096.85000000003,536668.34,-7.000876928942734,0,Other Public Sector Employers
661,Niagara Peninsula Conservation Authority,498441.19999999995,482248.51,3.3577480623008915,0,Other Public Sector Employers
662,Pine River Institute,494919.68000000005,477400.05,3.6698006210933665,0,Other Public Sector Employers
663,Municipality of North Grenville,493487.02,695280.1499999999,-29.023283636099773,0,Municipalities and Services
664,Community Head Injury Resource Services of Toronto,493160.23,516046.07,-4.434844354109702,0,Other Public Sector Employers
665,Tamir Foundation,492191.52,156207.0,215.0892853713342,0,Other Public Sector Employers
666,Walkerton Clean Water Centre,489397.56000000006,491825.80999999994,-0.49372154747223673,0,Crown Agencies
667,Ontario Soil and Crop Improvement Association,486303.13,466130.3,4.3277233854997155,0,Other Public Sector Employers
668,Simcoe Community Services,486153.68999999994,662817.05,-26.653412129334953,0,Other Public Sector Employers
669,District of Kenora Home for the Aged,483208.93000000005,242690.4,99.10508615091493,0,Other Public Sector Employers
670,Pathways to Independence,483023.84,480696.59,0.484141150241979,0,Other Public Sector Employers
671,Shkagamik-Kwe Health Centre,482082.54000000004,484819.98,-0.5646301953149635,0,Other Public Sector Employers
672,Curriculum Services Canada,479292.04,242503.34,97.64347987949363,0,Other Public Sector Employers
673,Nottawasaga Valley Conservation Authority,478873.43,483896.43999999994,-1.0380340884508121,0,Other Public Sector Employers
674,Town of Cochrane,477067.48,254897.12,87.16079648134118,0,Municipalities and Services
675,Advertising Review Board,476243.01,254666.23,87.00673819218197,0,Crown Agencies
676,Reena,474921.0,504392.0,-5.842876175672885,0,Other Public Sector Employers
677,Aisling Discoveries Child and Family Centre,471426.66,440542.47000000003,7.01049095221169,0,Other Public Sector Employers
678,Mitacs Inc.,470269.58999999997,391919.45,19.99138853659852,0,Other Public Sector Employers
679,Mon Sheong Foundation,469304.31,550493.74,-14.748474705634251,0,Other Public Sector Employers
680,Northern Ontario Heritage Fund Corporation,466630.88,247664.63,88.41240269149455,0,Crown Agencies
681,Loyalist Township,465847.98,355345.08,31.097349089510384,0,Municipalities and Services
682,Township of West Lincoln,463152.48999999993,237987.22999999998,94.61232856905808,0,Municipalities and Services
683,Children's Aid Society of the District of Thunder Bay,461715.61,462997.70999999996,-0.2769128166962176,0,Other Public Sector Employers
684,Moose Factory Island District School Area Board,455871.38,218364.39,108.76635608947045,0,School Boards
685,Township of Wainfleet,451135.49,105076.59,329.3396749932596,0,Municipalities and Services
686,Brock Community Health Centre,450559.04000000004,476082.25,-5.361092542307544,0,Other Public Sector Employers
687,Osteoporosis Canada,447994.0,182585.0,145.36188624476273,0,Other Public Sector Employers
688,Municipality of Mississippi Mills,446972.2,138486.72999999998,222.75453395426413,0,Municipalities and Services
689,Quest Community Health Centre,446482.87,486098.5,-8.149712455397417,0,Other Public Sector Employers
690,Sherbourne Health Centre,444961.55,451271.87,-1.3983410931419304,0,Other Public Sector Employers
691,Township of Lake of Bays,442598.56000000006,226140.38,95.71850016348253,0,Municipalities and Services
692,Township of Malahide,439220.23000000004,231611.44,89.63667338711767,0,Municipalities and Services
693,"United Counties of Stormont, Dundas and Glengarry",438540.99,548285.3899999999,-20.015926377319648,0,Municipalities and Services
694,Ottawa Convention Centre,434601.62,285542.21,52.20223307790466,0,Crown Agencies
695,Municipality of Trent Hills,432776.73,222668.7,94.3590320507552,0,Municipalities and Services
696,Better Living Health and Community Services,426590.69000000006,532703.6900000001,-19.919704329436872,0,Other Public Sector Employers
697,Pathstone Mental Health,417283.92999999993,500336.25,-16.59930097009762,0,Other Public Sector Employers
698,Innovative Community Support Services,415148.8,149141.75,178.3585414546899,0,Other Public Sector Employers
699,Health Boards Secretariat,414290.48,508595.96,-18.542317953135147,0,Crown Agencies
700,Environmental Commissioner,411794.56,358223.63,14.954605311771306,0,Government of Ontario - Legislative Assembly and Offices
701,Roots Of Empathy,411768.11,418784.22000000003,-1.67535204645487,0,Other Public Sector Employers
702,Niagara Escarpment Commission,408696.88,359626.24,13.6448997714961,0,Crown Agencies
703,McMaster Divinity College,403951.91000000003,402267.0,0.4188536469558857,0,Universities
704,Children's Centre Thunder Bay,402246.0,617330.0,-34.84100886073899,0,Other Public Sector Employers
705,Ontario Food Terminal Board,401630.97,181773.0,120.9519400571042,0,Crown Agencies
706,Ontario Neurotrauma Foundation,400266.52,383261.83,4.436833691474051,0,Other Public Sector Employers
707,Prosper Canada,397921.97,390355.71,1.9382987890711245,0,Other Public Sector Employers
708,East Metro Youth Services,397705.99,364757.67,9.032934112118873,0,Other Public Sector Employers
709,The Anne Johnston Health Station,394484.25,400394.67999999993,-1.4761509818262186,0,Other Public Sector Employers
710,Municipality of Central Elgin,392261.80000000005,617500.0499999999,-36.4758270060059,0,Municipalities and Services
711,Town of Goderich,388824.64,379616.5,2.4256427210092246,0,Municipalities and Services
712,Grandview Children's Centre,387806.51,158029.03,145.4020694805252,0,Other Public Sector Employers
713,The Macaulay Child Development Centre,387069.66,379604.17,1.9666512093373445,0,Other Public Sector Employers
714,Town of Arnprior,383115.46,484777.07,-20.97079591656429,0,Municipalities and Services
715,TAIBU Community Health Centre,375021.96,377786.26,-0.7317100415457078,0,Other Public Sector Employers
716,Township of Manitouwadge,374855.26999999996,220579.60000000003,69.94104169197873,0,Municipalities and Services
717,Geneva Centre for Autism,374443.63,244520.47999999998,53.133852019266456,0,Other Public Sector Employers
718,Township of Severn,373164.63,365056.12,2.221168076842539,0,Municipalities and Services
719,COTA Health,372477.14,473114.87,-21.271309861810085,0,Other Public Sector Employers
720,Today's Family Caring For Your Child,370100.67000000004,364337.52,1.5818162235939903,0,Other Public Sector Employers
721,Council of Academic Hospitals of Ontario,369689.1,472586.58999999997,-21.773256410005203,0,Other Public Sector Employers
722,Rapids Family Health Team,367379.12,357930.47,2.6398004059280167,0,Other Public Sector Employers
723,Central Community Health Centre,367213.0,785009.0,-53.221810195806675,0,Other Public Sector Employers
724,Peel Halton Dufferin Acquired Brain Injury Services,366601.85,247873.0,47.89906524712251,0,Other Public Sector Employers
725,Municipality of Sioux Lookout,366525.82999999996,146645.56999999998,149.9399265862583,0,Municipalities and Services
726,Grievance Settlement Board,366511.34,382061.48,-4.070062231869054,0,Crown Agencies
727,Community Living Windsor,365850.72,354424.65,3.2238361524797865,0,Other Public Sector Employers
728,Centre Psychosocial,362458.02,369996.93000000005,-2.0375601494855733,0,Other Public Sector Employers
729,Advent Health Care Corporation,362171.47,449903.06999999995,-19.50011143511423,0,Other Public Sector Employers
730,Thunder Bay Multicultural Association,361676.36,123900.0,191.9098950766747,0,Other Public Sector Employers
731,Griffin Centre Mental Health Services,361557.95999999996,140223.08,157.84482839772167,0,Other Public Sector Employers
732,Montfort Renaissance Inc.,361417.45,313345.72,15.341435013058424,0,Other Public Sector Employers
733,Township of Georgian Bay,361008.99,568712.9,-36.521751133128866,0,Municipalities and Services
734,Frontier College,360924.29,159098.34,126.85610044705685,0,Other Public Sector Employers
735,Municipality of East Ferris,360136.13,258810.67,39.15041833476185,0,Municipalities and Services
736,Red Lake Margaret Cochenour Memorial Hospital,357715.6,456306.59,-21.60630421752183,0,Hospitals and Boards of Public Health
737,Town of Petawawa,356750.52,243629.71999999997,46.4314452276184,0,Municipalities and Services
738,Township of Tay,356563.95999999996,351913.65,1.3214349599681485,0,Municipalities and Services
739,Town of Minto,355379.28,232551.98,52.817137914714806,0,Municipalities and Services
740,Township of Guelph/Eramosa,355164.16000000003,217281.91999999998,63.45776031434187,0,Municipalities and Services
741,Ontario Public School Boards' Association,354787.54000000004,528994.69,-32.93173888002542,0,Other Public Sector Employers
742,Greater Toronto CivicAction Alliance,354532.22,347362.36,2.0640866212447317,0,Other Public Sector Employers
743,Municipality of Brighton,353908.72,349062.12,1.3884634631795567,0,Municipalities and Services
744,City of St. Catharines - Transit Services,352955.45999999996,352877.16000000003,0.022189024645280497,0,Municipalities and Services
745,Sudbury Finnish Rest Home Society Inc.,352874.33,138298.47,155.1541821106192,0,Other Public Sector Employers
746,Casey House Hospice,351827.83,492678.27999999997,-28.588727313085528,0,Hospitals and Boards of Public Health
747,Town of Ingersoll,350938.95,455187.69999999995,-22.9023653319279,0,Municipalities and Services
748,Ontario Place,350681.35000000003,241372.43,45.286414856908074,0,Crown Agencies
749,htx.ca - The Health Technology Exchange,350024.43,479219.64,-26.959498154124073,0,Other Public Sector Employers
750,Town of Penetanguishene,349932.75,211972.72999999998,65.08385300316696,0,Municipalities and Services
751,Metis Nation of Ontario,347086.67000000004,251291.47,38.121150709970394,0,Other Public Sector Employers
752,Unionville Home Society,347082.02,344207.93,0.8349865733773276,0,Other Public Sector Employers
753,Township of Mapleton,342059.49,231287.2,47.89382637690282,0,Municipalities and Services
754,Interval House,341597.76,328569.24,3.965228150997957,0,Other Public Sector Employers
755,Town of Espanola,338504.81,1458351.27,-76.78852708785313,0,Municipalities and Services
756,Township of South Frontenac,337529.23,335943.77999999997,0.47193908456946154,0,Municipalities and Services
757,Township of Scugog,336656.54,780094.73,-56.84414635130275,0,Municipalities and Services
758,Town of Erin,333489.44,566656.87,-41.147904904073606,0,Municipalities and Services
759,Township of North Dumfries,333453.65,101027.57,230.0620315820721,0,Municipalities and Services
760,Spruce Lodge Home for the Aged,333253.64,229905.36,44.95253177220402,0,Other Public Sector Employers
761,One Kids Place Children's Medical Treatment Centre of Northeast Ontario,331663.02,170645.0,94.35847519704652,0,Other Public Sector Employers
762,Town of South Bruce Peninsula,331308.23,332080.28,-0.2324889632109528,0,Municipalities and Services
763,IISD Experimental Lakes Area Inc.,329077.83999999997,215867.0,52.44471827560486,0,Other Public Sector Employers
764,Township of Hamilton,328666.76,216503.55,51.806637812636346,0,Municipalities and Services
765,Municipality of Callander,327786.98000000004,327037.13,0.2292858917884999,0,Municipalities and Services
766,Nipigon District Memorial Hospital,324414.36,217360.84999999998,49.25151424463054,0,Hospitals and Boards of Public Health
767,Township of Norwich,322423.87,212921.03,51.42885134455717,0,Municipalities and Services
768,Nucleus Independent Living,321762.56,315646.62,1.9375908413022058,0,Other Public Sector Employers
769,Town of Hearst,320592.65,342992.0,-6.530575057144183,0,Municipalities and Services
770,The Bloom Centre for Sustainability,318298.56,329449.88,-3.3848304937916573,0,Other Public Sector Employers
771,Office of the Employer Adviser,314468.18,314744.29,-0.08772518160694576,0,Crown Agencies
772,Invest Ottawa (2013),313866.81,281106.53,11.654044464922242,0,Other Public Sector Employers
773,Ontario Physical and Health Education Association,307313.35,290893.38,5.644669534934055,0,Other Public Sector Employers
774,Integrity Commissioner,305653.75,410124.87,-25.473002892996956,0,Government of Ontario - Legislative Assembly and Offices
775,Brotherhood Foundation,300001.24,188471.33000000002,59.17606142005787,0,Other Public Sector Employers
776,Community Living St. Catharines,299835.0,299106.98,0.2433978638679779,0,Other Public Sector Employers
777,Holland Christian Homes Inc.,299496.42,300076.91000000003,-0.1934470732853244,0,Other Public Sector Employers
778,Ontario Volleyball Association,294895.75,291187.64999999997,1.2734399965108611,0,Other Public Sector Employers
779,Criminal Injuries Compensation Board,290629.92000000004,123020.11,136.24586256669744,0,Crown Agencies
780,DeafBlind Ontario Services,288666.76,175874.41,64.13232601604749,0,Other Public Sector Employers
781,Aptus Treatment Centre,286495.4,323451.57999999996,-11.425567931991532,0,Other Public Sector Employers
782,Radiation Safety Institute of Canada,285553.9,265000.0,7.756188679245302,0,Other Public Sector Employers
783,CANES Community Care,284098.44999999995,271266.13,4.730527913676497,0,Other Public Sector Employers
784,Bellwoods Centres for Community Living Inc.,282296.31999999995,373664.93,-24.452016409460754,0,Other Public Sector Employers
785,TechAlliance of Southwestern Ontario,277604.22,280715.31,-1.1082722919530164,0,Other Public Sector Employers
786,Municipality of Lambton Shores,277356.49,378654.27,-26.752050095724535,0,Municipalities and Services
787,Canadian Education Association,276094.15,266498.37,3.600689940430035,0,Other Public Sector Employers
788,Big Brothers Big Sisters of Canada,275690.93,258512.34000000003,6.645172141492339,0,Other Public Sector Employers
789,St. Peter's Seminary,275188.52,271454.16000000003,1.3756871510092195,0,Universities
790,Ukrainian Canadian Care Centre,272298.37,243646.61,11.759556186724707,0,Other Public Sector Employers
791,Lieutenant Governor,271700.24,151727.38,79.07133175304284,0,Government of Ontario - Legislative Assembly and Offices
792,Community Services Coordination Network (Ontario),270772.07,273463.0,-0.9840197759843128,0,Other Public Sector Employers
793,Dilico Anishinabek Family Care,266784.0,348761.0,-23.505208437870063,0,Other Public Sector Employers
794,Saint Luke's Place,266338.25,132512.84,100.99052288065064,0,Other Public Sector Employers
795,Office of the Conflict of Interest Commissioner,265921.35,264699.36,0.46165204177297525,0,Crown Agencies
796,Hamilton Urban Core Community Health Centre,265843.73,269593.93,-1.3910550582500125,0,Other Public Sector Employers
797,Town of Newmarket - Newmarket Public Library,265654.77,269728.24,-1.5102126495912915,0,Municipalities and Services
798,City of Temiskaming Shores,263371.17000000004,573637.9299999999,-54.08756007469728,0,Municipalities and Services
799,Association of Conservation Authorities of Ontario,261809.42,255206.14,2.587429910581296,0,Other Public Sector Employers
800,Association of Ontario Midwives,261104.0,259789.90999999997,0.5058279592152104,0,Other Public Sector Employers
801,Family Day Care Services,260382.12,144365.11000000002,80.36360724554565,0,Other Public Sector Employers
802,Jean Tweed Centre,258488.64,249816.19999999998,3.4715282675823467,0,Other Public Sector Employers
803,Township of East Garafraxa,258288.43,257233.93,0.4099381446296846,0,Municipalities and Services
804,Alzheimer Society of Toronto,258000.0,395481.9,-34.76313328119441,0,Other Public Sector Employers
805,Senior Peoples' Resources in North Toronto Inc.,257958.63,263451.57999999996,-2.084994138201768,0,Other Public Sector Employers
806,Township of Ear Falls,257537.11000000002,255743.14,0.701473361123206,0,Municipalities and Services
807,Women's Crisis Services of Waterloo Region,257253.76,251470.01,2.2999760488338072,0,Other Public Sector Employers
808,Town of Moosonee,254969.80000000002,142305.18000000002,79.17113066439323,0,Municipalities and Services
809,John McGivney Children's Centre,254956.13999999998,151436.03,68.35896979074265,0,Other Public Sector Employers
810,Halton Hills Family Health Team,253485.91999999998,229427.34,10.486361390059251,0,Other Public Sector Employers
811,Dixon Hall,251829.04,109628.0,129.71233626445797,0,Other Public Sector Employers
812,Copernicus Lodge,250354.15999999997,240762.27000000002,3.983967255334475,0,Other Public Sector Employers
813,Brockville and Area Centre for Developmentally Handicapped Persons Inc.,249760.08,240602.97999999998,3.805896335947301,0,Other Public Sector Employers
814,Shepherds of Good Hope,249728.03,138708.49,80.03802795344394,0,Other Public Sector Employers
815,Town of Smooth Rock Falls,249563.95999999996,134382.81,85.71122303514859,0,Municipalities and Services
816,Adventure Place,249079.51,121265.83,105.39958370795799,0,Other Public Sector Employers
817,Southern Ontario Library Service,245949.09999999998,249230.13,-1.3164660308125797,0,Other Public Sector Employers
818,Bethany Lodge,244785.34,338971.98,-27.78596626187214,0,Other Public Sector Employers
819,Community Living Ontario,244624.22000000003,224728.86,8.853050738565592,0,Other Public Sector Employers
820,Heritage Green Nursing Home,243562.36,345352.43,-29.474259092371234,0,Other Public Sector Employers
821,Township of Huron-Kinloss,243280.78999999998,242436.26,0.34835135635238323,0,Municipalities and Services
822,Community Living Essex County,241568.88,253583.09,-4.73778042534303,0,Other Public Sector Employers
823,John McGivney Children's Centre School Authority,241304.61,229951.11,4.937353857522142,0,School Boards
824,Health Nexus,240710.87999999998,231323.81,4.057978294581943,0,Other Public Sector Employers
825,Ontario Federation of Snowmobile Clubs,240297.76,208437.65,15.285199195059063,0,Other Public Sector Employers
826,Ontario Sheet Metal Workers Training Centre,240197.71,244388.88,-1.7149593713101874,0,Other Public Sector Employers
827,Township of Perth East,239809.66,233740.02000000002,2.596748301809848,0,Municipalities and Services
828,City of Toronto - Lakeshore Arena Corporation,239340.02000000002,103570.83,131.08825139279082,0,Municipalities and Services
829,Extend-A-Family Kingston,238613.2,223072.49,6.966663616835955,0,Other Public Sector Employers
830,Ontario Parole Board,238092.66999999998,273544.76,-12.960251916359145,0,Crown Agencies
831,Tri-County Mennonite Homes,238025.09,124790.08,90.74039378771133,0,Other Public Sector Employers
832,Cochrane Temiskaming Resource Centre,235851.89,131987.1,78.6931374354009,0,Other Public Sector Employers
833,Municipality of Red Lake,234405.01,233107.39,0.5566618887543617,0,Municipalities and Services
834,Moosonee District School Area Board,233282.13,120225.43000000001,94.03725983762337,0,School Boards
835,Canadian Mothercraft Society,233244.66999999998,309018.60000000003,-24.52083143215329,0,Other Public Sector Employers
836,Township of Cavan Monaghan,232150.03000000003,224021.72,3.62835800028678,0,Municipalities and Services
837,Municipality of Northern Bruce Peninsula,231786.73,116491.23000000001,98.97354504712499,0,Municipalities and Services
838,Finlandia Nursing Home Limited,231395.5,232435.72,-0.4475301816777577,0,Other Public Sector Employers
839,Township of North Glengarry,230353.26,221394.81,4.0463685666344285,0,Municipalities and Services
840,Speech and Stuttering Institute,230000.0,230000.0,0.0,0,Other Public Sector Employers
841,Anishinaabe Abinoojii Family Services,229730.75,339772.81,-32.386952917156606,0,Other Public Sector Employers
842,Total Communication Environment,227868.96,354692.98,-35.75599945620576,0,Other Public Sector Employers
843,Municipality of Bayham,227717.05,102424.7,122.32630410438108,0,Municipalities and Services
844,Township of North Dundas,227448.56,115875.23,96.28747230965583,0,Municipalities and Services
845,Benevolent Society Heidehof,226923.55,116765.03,94.34204744348543,0,Other Public Sector Employers
846,South East Toronto Family Health Team,225729.45,233360.52000000002,-3.2700775606773647,0,Other Public Sector Employers
847,Township of Havelock-Belmont-Methuen,224111.56,115807.01,93.5215838833936,0,Municipalities and Services
848,Durham Association for Family Respite Services,224053.78999999998,118001.02,89.87445193270361,0,Other Public Sector Employers
849,City of Sault Ste. Marie-Public Library Board,223974.77,112782.84000000001,98.58940420368911,0,Municipalities and Services
850,Clinical Trials Ontario,223918.08,216000.0,3.665777777777768,0,Other Public Sector Employers
851,Niagara Support Services,222533.17,230527.08000000002,-3.4676663583297906,0,Other Public Sector Employers
852,Toronto Ironworkers Training and Rehab Centre,222462.84,241176.25999999998,-7.759229701961534,0,Other Public Sector Employers
853,Municipality of West Perth,221101.65000000002,105310.38,109.95238076246619,0,Municipalities and Services
854,Brighton Quinte West Family Health Team,221001.64,102407.76,115.80556004740271,0,Other Public Sector Employers
855,McMichael Canadian Art Collection,220068.62,411920.33999999997,-46.57495670157973,0,Crown Agencies
856,Crossroads Children's Centre,219806.86,220764.1,-0.43360310847643246,0,Other Public Sector Employers
857,Anishinabek Police Service,219741.78999999998,105981.0,107.34074032137832,0,Other Public Sector Employers
858,Township of Zorra,219563.09,213585.97,2.798460966326588,0,Municipalities and Services
859,Township of Algonquin Highlands,216688.24,227463.02000000002,-4.73693701947685,0,Municipalities and Services
