sector,sector,job_title,job_title,job_title
Colleges,Colleges,"Manager, Academic Staff Relations","Manager, Academic Staff Relations",1
Colleges,Colleges,Group Marketing Manager,Group Marketing Manager,1
Colleges,Colleges,"Gestionnaire,/Manager","Gestionnaire,/Manager",1
Colleges,Colleges,"Manager, Access Programs and Employment Services","Manager, Access Programs and Employment Services",1
Colleges,Colleges,"Manager, Accessible Learning","Manager, Accessible Learning",1
Colleges,Colleges,"Manager, Accounting Services","Manager, Accounting Services",1
Colleges,Colleges,"Manager, Administrative Services","Manager, Administrative Services",1
Colleges,Colleges,"Manager, Algonquin College Corporate Training","Manager, Algonquin College Corporate Training",1
Colleges,Colleges,"Manager, Application Development","Manager, Application Development",1
Colleges,Colleges,"Manager, Application Development And Integration","Manager, Application Development And Integration",1
Colleges,Colleges,"Manager, Architectural Service","Manager, Architectural Service",1
Colleges,Colleges,Manager Of Events And Audio Visual Support,Manager Of Events And Audio Visual Support,1
Colleges,Colleges,Manager Of Data Centre Services,Manager Of Data Centre Services,1
Colleges,Colleges,Manager Of Construction Design And Construction,Manager Of Construction Design And Construction,1
Colleges,Colleges,Int��grateur R��seau/Web/Network Administrator,Int��grateur R��seau/Web/Network Administrator,1
Colleges,Colleges,Indigenous Student Counsellor,Indigenous Student Counsellor,1
Colleges,Colleges,Information Technology Project Manager,Information Technology Project Manager,1
Colleges,Colleges,Identity And Access Management Architect,Identity And Access Management Architect,1
Colleges,Colleges,Information Technology Support,Information Technology Support,1
Colleges,Colleges,Instructional Designer,Instructional Designer,1
Colleges,Colleges,Instructor,Instructor,1
Colleges,Colleges,Intel Systems Administrator,Intel Systems Administrator,1
Colleges,Colleges,"Interim Chair, General Studies / Chaire - ��_��_tudes G��n��rales","Interim Chair, General Studies / Chaire - ��_��_tudes G��n��rales",1
Colleges,Colleges,"Interim Dean, Preparatory And Liberal Studies","Interim Dean, Preparatory And Liberal Studies",1
Colleges,Colleges,"Interim Director, Glenn Crombie Centre For Student Support And Northern Ontario Assessment And Resource Centre/Directrice - Centre Glenn Crombie Pour L'Appui Aux Apprenants Et Du Centre D'��_��_valuation Et De Ressources Du Nord De L'Ontario","Interim Director, Glenn Crombie Centre For Student Support And Northern Ontario Assessment And Resource Centre/Directrice - Centre Glenn Crombie Pour L'Appui Aux Apprenants Et Du Centre D'��_��_valuation Et De Ressources Du Nord De L'Ontario",1
Colleges,Colleges,"Interim Director, Human Resources","Interim Director, Human Resources",1
Colleges,Colleges,"Interim Director, Student Services","Interim Director, Student Services",1
Colleges,Colleges,Internal Auditor,Internal Auditor,1
Colleges,Colleges,Labour Relations Specialist,Labour Relations Specialist,1
Colleges,Colleges,Manager Of Compensation,Manager Of Compensation,1
Colleges,Colleges,"Lead, Institutional Quality and Strategy / Implementation","Lead, Institutional Quality and Strategy / Implementation",1
Colleges,Colleges,Learning Strategist,Learning Strategist,1
Colleges,Colleges,Learning Technologies Specialist en technologies d��_��apprentissage,Learning Technologies Specialist en technologies d��_��apprentissage,1
Colleges,Colleges,"Librarian, Collections/Liaison","Librarian, Collections/Liaison",1
Colleges,Colleges,"Major Capital Project Manager, Hello Future Project","Major Capital Project Manager, Hello Future Project",1
Colleges,Colleges,Manager Financial Aid,Manager Financial Aid,1
Colleges,Colleges,Manager Financial Planning and Procurement,Manager Financial Planning and Procurement,1
Colleges,Colleges,Manager Library Services,Manager Library Services,1
Colleges,Colleges,Manager Of Academic Programs,Manager Of Academic Programs,1
Colleges,Colleges,Manager Of Basic Training,Manager Of Basic Training,1
Colleges,Colleges,Manager Of Centre Flex Learning,Manager Of Centre Flex Learning,1
Colleges,Colleges,Manager Of Centre Flex Learning Development,Manager Of Centre Flex Learning Development,1
Colleges,Colleges,Manager Of Communications,Manager Of Communications,1
Colleges,Colleges,"Manager, Assessment Services, Tutoring And Learning Centre Services","Manager, Assessment Services, Tutoring And Learning Centre Services",1
Colleges,Colleges,"General Manager, Student Centre And Student Life / Directeur g��n��ral du Centre des ��tudiants/es et de la vie coll��giale","General Manager, Student Centre And Student Life / Directeur g��n��ral du Centre des ��tudiants/es et de la vie coll��giale",1
Colleges,Colleges,"Manager, Enterprise Technology","Manager, Enterprise Technology",1
Colleges,Colleges,"Manager, Budgets And Financial Analysis","Manager, Budgets And Financial Analysis",1
Colleges,Colleges,"Manager, Continuing Education And Contract Training","Manager, Continuing Education And Contract Training",1
Colleges,Colleges,"Manager, Contract Training Business Development","Manager, Contract Training Business Development",1
Colleges,Colleges,"Manager, Corporate Academic Systems","Manager, Corporate Academic Systems",1
Colleges,Colleges,"Manager, Corporate Budgeting","Manager, Corporate Budgeting",1
Colleges,Colleges,"Manager, Corporate Training Centre","Manager, Corporate Training Centre",1
Colleges,Colleges,"Manager, Counselling And Aboriginal Services","Manager, Counselling And Aboriginal Services",1
Colleges,Colleges,"Manager, Curriculum Planning And Operations","Manager, Curriculum Planning And Operations",1
Colleges,Colleges,"Manager, Data Centre and Infrastructure Applications","Manager, Data Centre and Infrastructure Applications",1
Colleges,Colleges,"Manager, Degree Development And Academic Pathways","Manager, Degree Development And Academic Pathways",1
Colleges,Colleges,"Manager, Distance Education, Language Studies And Finance","Manager, Distance Education, Language Studies And Finance",1
Colleges,Colleges,"Manager, Educational Development","Manager, Educational Development",1
Colleges,Colleges,"Manager, Electrical Mechanical Services","Manager, Electrical Mechanical Services",1
Colleges,Colleges,"Executive Director, Student Success","Executive Director, Student Success",1
Colleges,Colleges,"Manager, Employee Development","Manager, Employee Development",1
Colleges,Colleges,"Manager, Employee Engagement","Manager, Employee Engagement",1
Colleges,Colleges,"Manager, Employment Programs","Manager, Employment Programs",1
Colleges,Colleges,"Executive Director, Strategic Initiatives And Partnerships","Executive Director, Strategic Initiatives And Partnerships",1
Colleges,Colleges,"Executive Director, Strategic Enrollment Services","Executive Director, Strategic Enrollment Services",1
Colleges,Colleges,"Manager, End Point Support Services","Manager, End Point Support Services",1
Colleges,Colleges,"Manager, Engineering Services","Manager, Engineering Services",1
Colleges,Colleges,"Executive Director, Reputation And Brand Management","Executive Director, Reputation And Brand Management",1
Colleges,Colleges,"Manager, Engineering Services and Projects","Manager, Engineering Services and Projects",1
Colleges,Colleges,"Manager, Enterprise Applications","Manager, Enterprise Applications",1
Colleges,Colleges,"Manager, Enterprise Applications Support/Chef - Appui Aux Applications D'Entreprise","Manager, Enterprise Applications Support/Chef - Appui Aux Applications D'Entreprise",1
Colleges,Colleges,"Executive Director, Quality Assurance","Executive Director, Quality Assurance",1
Colleges,Colleges,"Manager, Enterprise Business Platforms","Manager, Enterprise Business Platforms",1
Colleges,Colleges,"Manager, Enterprise Resource Planning Projects and Decision Support and Reporting","Manager, Enterprise Resource Planning Projects and Decision Support and Reporting",1
Colleges,Colleges,"Manager, Enterprise Solutions","Manager, Enterprise Solutions",1
Colleges,Colleges,"Manager, Enterprise System Operations","Manager, Enterprise System Operations",1
Colleges,Colleges,"Manager, Compensation, Pension And Benefits","Manager, Compensation, Pension And Benefits",1
Colleges,Colleges,"Manager, Community Partnership and Development","Manager, Community Partnership and Development",1
Colleges,Colleges,Facilities Maintenance Coordinator,Facilities Maintenance Coordinator,1
Colleges,Colleges,General Manager Student Centre Food And Beverage Operations,General Manager Student Centre Food And Beverage Operations,1
Colleges,Colleges,"Manager, Budgets And Reporting / Chef de budgets et rapports","Manager, Budgets And Reporting / Chef de budgets et rapports",1
Colleges,Colleges,"Manager, Building Maintenance","Manager, Building Maintenance",1
Colleges,Colleges,"Manager, Building, Grounds and Housekeeping Operations","Manager, Building, Grounds and Housekeeping Operations",1
Colleges,Colleges,"Manager, Business Operations, Student Support Services","Manager, Business Operations, Student Support Services",1
Colleges,Colleges,"Manager, Business Systems Team","Manager, Business Systems Team",1
Colleges,Colleges,"Manager, Campus Security And Parking","Manager, Campus Security And Parking",1
Colleges,Colleges,"Manager, Capital Projects, Planning and Construction","Manager, Capital Projects, Planning and Construction",1
Colleges,Colleges,"Manager, Career And Employment Services","Manager, Career And Employment Services",1
Colleges,Colleges,"General Manager, Retail Services","General Manager, Retail Services",1
Colleges,Colleges,"Manager, Plant Services","Manager, Plant Services",1
Colleges,Colleges,"Manager, Career Services","Manager, Career Services",1
Colleges,Colleges,"General Manager, Niagara College Learning Enterprises Corporation","General Manager, Niagara College Learning Enterprises Corporation",1
Colleges,Colleges,"Manager, Career and Academic Success Services","Manager, Career and Academic Success Services",1
Colleges,Colleges,General Manager Kempenfelt Centre,General Manager Kempenfelt Centre,1
Colleges,Colleges,"Manager, Community Employment Programs and Services","Manager, Community Employment Programs and Services",1
Colleges,Colleges,General Counsel and Corporate Secretary,General Counsel and Corporate Secretary,1
Colleges,Colleges,General Counsel And Corporate Secretary,General Counsel And Corporate Secretary,1
Colleges,Colleges,Functional Analyst,Functional Analyst,1
Colleges,Colleges,Financial Planning Analyst,Financial Planning Analyst,1
Colleges,Colleges,"Manager, Centre For Organizational Learning","Manager, Centre For Organizational Learning",1
Colleges,Colleges,"Manager, Client Services","Manager, Client Services",1
